City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Alta Gracia,AR,-31.6529,-64.4283,58.32,51,89,2.84,overcast clouds
348,Olinda,BR,-8.0089,-34.8553,78.53,94,75,2.3,broken clouds
349,Okhotsk,RU,59.3833,143.3,36.52,81,44,8.86,scattered clouds
350,Naryan-Mar,RU,67.6713,53.087,18.07,95,99,10.29,overcast clouds
351,Hamilton,US,39.1834,-84.5333,71.04,38,0,13.8,clear sky
352,Kota Belud,MY,6.351,116.4305,85.77,59,15,1.83,few clouds
353,Coihaique,CL,-45.5752,-72.0662,44.55,87,40,4.61,scattered clouds
354,Vanavara,RU,60.34,102.2797,31.66,54,100,7.54,overcast clouds
355,Ginda,IN,30.6945,78.4932,62.08,34,11,5.79,few clouds
356,Bambous Virieux,MU,-20.3428,57.7575,73.22,94,20,1.14,few clouds
357,Katsina,NG,12.9894,7.6006,86.0,21,21,8.68,few clouds
358,Yumen,CN,40.2833,97.2,56.14,12,92,2.35,overcast clouds
359,Conceicao Do Araguaia,BR,-8.2578,-49.2647,76.53,65,9,1.61,clear sky
360,Hambantota,LK,6.1241,81.1185,77.34,100,20,3.44,few clouds
361,Lerwick,GB,60.1545,-1.1494,46.4,91,98,7.45,overcast clouds
362,Cobija,BO,-11.0267,-68.7692,77.97,67,60,1.45,broken clouds
363,Rovaniemi,FI,66.5,25.7167,31.41,93,100,8.05,overcast clouds
364,Ust-Kulom,RU,61.6864,53.6902,26.76,88,99,4.61,overcast clouds
365,College,US,64.8569,-147.8028,56.07,35,75,5.75,broken clouds
366,Las Vegas,US,36.175,-115.1372,83.08,11,0,31.07,clear sky
367,Manuk Mangkaw,PH,4.8,119.85,83.19,77,97,5.3,overcast clouds
368,Slave Lake,CA,55.2834,-114.769,40.98,93,100,12.66,overcast clouds
369,Chapais,CA,49.7834,-74.8492,53.38,93,58,5.77,broken clouds
370,Quelimane,MZ,-17.8786,36.8883,73.35,88,40,2.3,scattered clouds
371,Chase,CA,50.8165,-119.6857,67.08,53,100,3.4,overcast clouds
372,Viedma,AR,-40.8135,-62.9967,48.76,77,100,6.8,light rain
373,Piacabucu,BR,-10.4056,-36.4344,77.58,73,40,7.61,scattered clouds
374,Rychvald,CZ,49.8662,18.3763,54.27,82,94,1.1,light rain
375,Yinchuan,CN,38.4681,106.2731,61.12,13,9,3.36,clear sky
376,Kiama,AU,-34.6833,150.8667,72.57,70,3,4.05,clear sky
377,Hobyo,SO,5.3505,48.5268,83.95,73,100,17.31,light rain
378,Ca Mau,VN,9.1769,105.15,84.49,75,98,3.94,overcast clouds
379,Zangakatun,AM,39.8212,45.0406,48.87,78,100,1.88,overcast clouds
380,Atasu,KZ,48.6814,71.6433,57.22,58,64,6.96,broken clouds
381,Ketchikan,US,55.3422,-131.6461,45.07,93,100,12.66,moderate rain
382,Mitsamiouli,KM,-11.3847,43.2844,80.56,72,7,14.45,clear sky
383,North Battleford,CA,52.7834,-108.2847,55.4,32,0,11.5,clear sky
384,Tuatapere,NZ,-46.1333,167.6833,61.14,67,7,7.4,clear sky
385,Itupiranga,BR,-5.1347,-49.3267,79.12,92,58,1.34,broken clouds
386,Abu Kamal,SY,34.4506,40.9171,68.07,63,0,19.04,clear sky
387,Padang,ID,-0.9492,100.3543,75.25,83,100,2.37,moderate rain
388,Inongo,CD,-1.95,18.2667,70.93,95,87,3.15,overcast clouds
389,Helong,CN,42.5397,128.9972,46.17,46,96,9.19,overcast clouds
390,Harper,LR,4.375,-7.7169,80.67,81,34,7.43,scattered clouds
391,Mandalgovi,MN,45.7625,106.2708,59.76,19,41,3.87,scattered clouds
392,Marsa Matruh,EG,31.3525,27.2453,66.4,88,0,13.8,clear sky
393,Gazanjyk,TM,39.2446,55.5154,63.84,70,100,9.06,overcast clouds
394,Georgiyevskoye,RU,58.731,45.024,30.29,95,68,4.7,broken clouds
395,Ukholovo,RU,53.7929,40.4892,38.64,65,100,7.05,overcast clouds
396,Paoua,CF,7.2427,16.4406,70.97,84,100,5.41,overcast clouds
397,Mazamari,PE,-11.3258,-74.5308,72.18,92,74,1.05,broken clouds
398,Garowe,SO,8.4054,48.4845,80.6,63,27,11.18,light rain
399,Tabuk,PH,17.4189,121.4443,83.26,63,82,5.3,broken clouds
400,Acapulco,MX,16.8634,-99.8901,84.02,65,75,10.36,broken clouds
401,Gharghoda,IN,22.1667,83.35,80.78,56,6,3.09,clear sky
402,Rumford,US,44.5537,-70.5509,54.95,84,75,4.65,broken clouds
403,Lahaina,US,20.8783,-156.6825,80.6,88,83,12.21,light rain
404,Praia,CV,14.9215,-23.5087,70.34,78,20,10.36,few clouds
405,Ajdabiya,LY,30.7554,20.2263,65.35,79,0,19.35,clear sky
406,Santa Maria,BR,-29.6842,-53.8069,61.9,100,100,0.0,overcast clouds
407,Requena,ES,39.4883,-1.1004,53.87,78,40,1.86,scattered clouds
408,Coxim,BR,-18.5067,-54.76,76.98,43,34,3.06,scattered clouds
409,Cayenne,GF,4.9333,-52.3333,82.09,5,40,5.01,scattered clouds
410,Sistranda,NO,63.7256,8.834,42.76,87,100,46.6,overcast clouds
411,Envira,BR,-7.3,-70.2167,73.02,96,52,2.57,light rain
412,Yar-Sale,RU,66.8333,70.8333,9.63,87,13,6.15,few clouds
413,Caxito,AO,-8.5785,13.6643,71.87,98,50,2.06,scattered clouds
414,Penzance,GB,50.1186,-5.5371,50.31,93,100,3.71,overcast clouds
415,Eureka,US,40.8021,-124.1637,61.2,75,2,7.0,clear sky
416,Ribeira Grande,PT,38.5167,-28.7,62.24,83,11,3.06,few clouds
417,Namibe,AO,-15.1961,12.1522,73.67,68,93,8.7,overcast clouds
418,Yacuiba,BO,-22.038,-63.6797,57.9,99,100,4.81,overcast clouds
419,Warrington,GB,53.3925,-2.5802,53.87,89,20,2.3,few clouds
420,Atar,MR,20.5169,-13.0499,82.49,13,0,11.21,clear sky
421,Mokhsogollokh,RU,61.4681,128.9203,34.07,96,100,9.64,snow
422,Sechura,PE,-5.5569,-80.8222,68.85,78,60,16.22,broken clouds
423,Nisia Floresta,BR,-6.0911,-35.2086,79.18,91,68,6.2,light rain
424,Maracaibo,VE,10.6317,-71.6406,81.91,79,88,10.09,overcast clouds
425,Baglung,NP,28.2719,83.5898,66.33,69,100,2.55,overcast clouds
426,Plettenberg Bay,ZA,-34.0527,23.3716,57.67,80,0,4.29,clear sky
427,Dunedin,NZ,-45.8742,170.5036,65.8,62,3,4.0,clear sky
428,Nyurba,RU,63.2842,118.3319,26.29,52,15,13.62,few clouds
429,Santa Monica,US,34.0195,-118.4912,78.28,72,0,12.66,clear sky
430,General Roca,AR,-39.0333,-67.5833,51.62,52,100,8.9,overcast clouds
431,Bam,IR,29.106,58.357,70.5,38,0,2.42,clear sky
432,Saint-Leu,RE,-21.15,55.2833,72.68,77,0,5.86,clear sky
433,Trinidad,BO,-14.8333,-64.9,74.91,72,100,3.47,overcast clouds
434,Qax,AZ,41.4225,46.9242,54.79,87,100,2.98,overcast clouds
435,Aswan,EG,24.0934,32.907,81.7,14,0,5.75,clear sky
436,Mogadishu,SO,2.0371,45.3438,81.7,80,91,13.47,moderate rain
437,Bellview,US,30.4616,-87.315,77.97,87,40,10.36,scattered clouds
438,Nevel,RU,56.0209,29.9284,39.07,67,100,3.33,overcast clouds
439,Kavaratti,IN,10.5669,72.642,84.16,71,100,9.15,overcast clouds
440,Mahmudabad,IN,27.3,81.1167,82.33,43,2,14.18,clear sky
441,Carupano,VE,10.6678,-63.2585,77.25,85,96,9.86,overcast clouds
442,Axim,GH,4.8699,-2.2405,79.93,84,98,7.67,overcast clouds
443,Ilulissat,GL,69.2167,-51.1,6.8,85,9,4.43,clear sky
444,Xuddur,SO,4.1213,43.8894,71.51,91,100,10.6,light rain
445,Bathsheba,BB,13.2167,-59.5167,79.48,75,100,14.76,overcast clouds
446,Dawei,MM,14.0833,98.2,77.25,90,100,3.53,light rain
447,Maniitsoq,GL,65.4167,-52.9,24.44,81,51,7.74,broken clouds
448,Langsa,ID,4.4683,97.9683,76.19,95,100,2.35,overcast clouds
449,Alekseyevka,RU,50.6309,38.6903,39.94,55,16,2.01,few clouds
450,Beyneu,KZ,45.3167,55.2,58.87,50,0,14.47,clear sky
451,Yevlax,AZ,40.6089,47.1492,56.68,77,97,10.42,overcast clouds
452,Baoding,CN,38.8511,115.4903,69.58,28,0,5.12,clear sky
453,Kjopsvik,NO,68.097,16.3742,37.17,99,100,2.37,light rain
454,Aukra,NO,62.7925,6.919,47.86,71,100,23.02,overcast clouds
455,Grindavik,IS,63.8424,-22.4338,39.15,87,0,5.75,clear sky
456,Cherskiy,RU,68.75,161.3,29.48,86,48,10.71,scattered clouds
457,Gornyy,RU,55.1153,83.9059,46.09,90,100,4.36,light rain
458,Djougou,BJ,9.7085,1.666,76.77,71,79,4.81,broken clouds
459,Kidal,ML,18.4411,1.4078,80.76,12,1,10.2,clear sky
460,Devrek,TR,41.2192,31.9558,48.61,94,6,3.02,clear sky
461,Afua,BR,-0.1567,-50.3867,74.28,96,98,4.68,overcast clouds
462,San Pedro,PH,14.35,121.0167,88.36,66,40,5.75,scattered clouds
463,Puerto Escondido,MX,15.85,-97.0667,83.68,68,100,3.85,overcast clouds
464,Kamaishi,JP,39.2667,141.8833,50.79,64,10,2.04,clear sky
465,Sarangani,PH,5.4033,125.4636,82.35,72,100,1.66,overcast clouds
466,Parrita,CR,9.5201,-84.3225,78.08,92,100,2.71,light rain
467,Srednekolymsk,RU,67.45,153.6833,33.82,100,100,3.02,overcast clouds
468,Iquique,CL,-20.2208,-70.1431,62.64,76,63,0.78,broken clouds
469,Natitingou,BJ,10.3042,1.3796,77.38,66,57,3.4,broken clouds
470,Teguldet,RU,57.3064,88.1667,40.62,87,100,9.08,overcast clouds
471,Port Hedland,AU,-20.3167,118.5667,78.85,57,99,10.36,overcast clouds
472,Baykit,RU,61.67,96.37,32.5,66,100,6.82,overcast clouds
473,Nome,US,64.5011,-165.4064,41.16,65,2,13.02,clear sky
474,Kruisfontein,ZA,-34.0033,24.7314,48.88,88,0,3.98,clear sky
475,Lumeje,AO,-11.55,20.7833,58.42,69,9,5.1,clear sky
476,Panama City,PA,8.9936,-79.5197,82.35,86,40,6.91,scattered clouds
477,Port Blair,IN,11.6667,92.75,78.84,94,75,2.3,mist
478,Miraflores,MX,19.2167,-98.8083,75.87,53,31,3.36,scattered clouds
479,Mizan Teferi,ET,6.9833,35.5833,61.29,95,100,3.33,light rain
480,Malanville,BJ,11.8685,3.3899,89.33,31,86,9.69,overcast clouds
481,Vaitape,PF,-16.5167,-151.75,81.39,72,55,8.28,light rain
482,Cody,US,44.5263,-109.0565,47.91,71,100,6.91,overcast clouds
483,Pyapon,MM,16.2833,95.6833,85.33,63,43,9.31,scattered clouds
484,Konstantinovskiy,RU,57.8301,39.5899,29.91,87,25,5.19,scattered clouds
485,Port Macquarie,AU,-31.4333,152.9167,70.9,57,63,3.47,broken clouds
486,Poplar Bluff,US,36.757,-90.3929,71.38,65,100,7.09,overcast clouds
487,Bolshaya Dzhalga,RU,45.9695,42.6966,48.42,83,100,14.27,light rain
488,Westport,US,41.1415,-73.3579,58.41,55,0,5.75,clear sky
489,Gualaquiza,EC,-3.4,-78.55,62.74,97,82,1.63,broken clouds
490,Fortuna Foothills,US,32.6578,-114.4119,95.22,11,0,16.11,clear sky
491,Siyabuswa,ZA,-25.1132,29.0445,57.63,68,0,4.52,clear sky
492,Kalianget,ID,-7.05,113.9333,84.67,77,13,13.65,few clouds
493,Togur,RU,58.3631,82.8265,33.76,98,100,7.18,snow
494,Namatanai,PG,-3.6667,152.4333,85.32,67,13,7.45,few clouds
495,Charagua,BO,-19.8,-63.2167,68.32,71,98,4.0,overcast clouds
496,Agirish,RU,61.9247,63.0231,25.0,95,73,6.22,broken clouds
497,Totness,SR,5.8833,-56.3167,78.42,80,12,12.21,few clouds
498,South Hadley,US,42.2584,-72.5745,58.6,61,100,3.09,overcast clouds
499,Cairns,AU,-16.9167,145.7667,84.07,79,40,10.36,scattered clouds
500,Kulhudhuffushi,MV,6.6221,73.07,85.08,75,100,14.23,overcast clouds
501,Road Town,VG,18.4167,-64.6167,78.84,94,20,9.22,light rain
502,Bilibino,RU,68.0546,166.4372,23.95,60,46,3.04,scattered clouds
503,Kunming,CN,25.0389,102.7183,40.93,81,100,13.42,overcast clouds
504,Merauke,ID,-8.4667,140.3333,80.19,86,100,10.47,overcast clouds
505,The Valley,AI,18.217,-63.0578,80.46,81,100,17.72,overcast clouds
506,Polunochnoye,RU,60.8697,60.4153,23.9,88,9,4.81,clear sky
507,Manzanillo,CU,20.3433,-77.1167,77.09,78,72,12.59,broken clouds
508,Rafai,CF,4.95,23.9167,67.41,98,100,2.24,overcast clouds
509,Blagoyevo,RU,63.3667,47.9167,24.33,90,52,5.53,broken clouds
510,Carrollton,US,32.9537,-96.8903,80.22,50,100,1.99,overcast clouds
511,Ngorongoro,TZ,-3.2397,35.4875,50.09,96,83,5.82,broken clouds
512,Verkhovazhye,RU,60.7472,42.0465,27.5,95,57,3.44,broken clouds
513,Paramonga,PE,-10.6667,-77.8333,65.84,87,100,7.56,overcast clouds
514,Paracuru,BR,-3.41,-39.0306,79.11,83,100,12.39,overcast clouds
515,Dingle,PH,10.9995,122.6711,84.96,67,54,7.99,broken clouds
516,Ladario,BR,-19.0047,-57.6017,82.24,40,100,1.83,overcast clouds
517,Bengkulu,ID,-3.8004,102.2655,78.94,81,99,3.85,overcast clouds
518,Kyakhta,RU,50.3508,106.4494,62.46,29,100,3.27,overcast clouds
519,Litovko,RU,49.2361,135.1742,45.63,53,51,6.42,broken clouds
520,Panguna,PG,-6.3164,155.4848,83.17,58,91,1.74,overcast clouds
521,Mwingi,KE,-0.9344,38.0601,64.04,95,64,4.88,broken clouds
522,Limoeiro Do Ajuru,BR,-1.8953,-49.3806,75.45,94,100,8.61,heavy intensity rain
523,Berdigestyakh,RU,62.0989,126.6992,26.96,97,100,11.74,snow
524,El Alto,PE,-4.2714,-81.2147,66.72,82,35,13.2,scattered clouds
525,Broome,US,42.2506,-75.833,55.69,65,100,5.12,overcast clouds
526,Kimberley,ZA,-28.7323,24.7623,42.49,93,0,3.44,clear sky
527,Ostrovnoy,RU,68.0531,39.5131,15.96,93,75,8.19,broken clouds
528,Mbanza-Ngungu,CD,-5.25,14.8667,67.5,93,87,2.48,overcast clouds
529,Ukiah,US,39.1502,-123.2078,76.64,29,0,12.66,clear sky
530,Meylan,FR,45.2199,5.7901,51.3,81,25,2.39,scattered clouds
531,Yarmouth,US,41.7057,-70.2286,51.98,81,0,4.0,clear sky
532,Half Moon Bay,US,37.4636,-122.4286,75.54,74,0,27.63,haze
533,Salinas,US,36.6777,-121.6555,77.0,61,5,7.58,clear sky
534,Makat,KZ,47.6469,53.3463,49.41,56,20,12.19,few clouds
535,Kalmunai,LK,7.4167,81.8167,79.9,82,79,3.18,broken clouds
536,Itoman,JP,26.1247,127.6694,66.22,82,75,10.36,light rain
537,Durango,MX,24.8333,-104.8333,75.49,9,100,18.77,overcast clouds
538,Tucuman,AR,-26.8241,-65.2226,60.8,67,100,4.61,overcast clouds
539,Wilmington,US,34.2257,-77.9447,71.85,71,100,4.0,overcast clouds
540,Tonj,SS,7.2737,28.6822,79.32,56,99,8.25,overcast clouds
541,Agadez,NE,19.75,10.25,84.79,11,7,10.78,clear sky
542,Aykhal,RU,66.0,111.5,20.79,85,21,14.94,few clouds
543,Sibolga,ID,1.7427,98.7792,78.71,83,100,2.51,overcast clouds
544,Riyadh,SA,24.6877,46.7219,78.94,19,0,6.8,clear sky
545,Bursa,TR,40.1667,29.0833,42.84,83,47,4.45,scattered clouds
546,Tungor,RU,53.3808,142.9564,33.98,96,100,7.54,overcast clouds
547,Chara,RU,56.9064,118.2631,40.64,51,19,10.42,light rain
548,Imbituba,BR,-28.24,-48.6703,67.86,90,100,8.34,overcast clouds
549,Kinshasa,CD,-4.3246,15.3215,73.78,88,100,2.3,moderate rain
550,Mareeba,AU,-17.0,145.4333,79.45,73,16,6.55,few clouds
551,Fukue,JP,32.6881,128.8419,64.76,48,0,10.36,clear sky
552,Ratnapura,LK,6.6828,80.3992,77.31,96,94,2.44,overcast clouds
553,San Andres,CO,12.5847,-81.7006,77.02,94,100,2.3,overcast clouds
554,Diamantina,BR,-18.2494,-43.6003,62.26,75,81,4.14,broken clouds
555,Safford,US,32.834,-109.7076,84.11,9,0,20.71,clear sky
556,Pandan,PH,14.0453,124.1694,83.55,68,97,5.88,overcast clouds
557,Adrar,MR,20.5022,-10.0711,77.22,16,0,11.5,clear sky
558,Athabasca,CA,54.7169,-113.2854,43.21,85,100,11.7,overcast clouds
559,Paita,PE,-5.0892,-81.1144,67.93,83,83,13.44,broken clouds
560,Maceio,BR,-9.6658,-35.7353,76.44,88,75,0.0,broken clouds
561,Along,IN,28.1667,94.7667,71.47,81,100,1.3,overcast clouds
562,Dakar,SN,14.6937,-17.4441,68.88,94,75,6.91,mist
563,Sarandi,BR,-23.4436,-51.8739,72.95,78,0,6.91,clear sky
564,Makakilo City,US,21.3469,-158.0858,78.55,63,75,8.05,broken clouds
565,Frumusita,RO,45.6667,28.0667,48.54,59,58,2.46,broken clouds
566,Santa Cruz,BO,-17.8,-63.1667,74.66,83,20,6.91,few clouds
567,Prince Rupert,CA,54.3161,-130.3201,46.49,87,100,27.63,light rain
568,Burnie,AU,-41.0667,145.9167,62.94,77,100,12.28,overcast clouds
569,Inhambane,MZ,-23.865,35.3833,68.38,85,14,8.39,light rain
570,Honningsvag,NO,70.9821,25.9704,28.15,80,100,19.57,overcast clouds
571,Tongren,CN,27.7172,109.1853,63.16,75,100,2.62,overcast clouds
572,Berezovka,BY,53.7214,25.4993,43.52,91,100,4.72,overcast clouds
573,Sabang,ID,5.8933,95.3214,83.73,74,100,17.92,overcast clouds
574,Vostok,RU,46.4856,135.8833,41.47,58,100,4.05,overcast clouds
575,Barranca,PE,-10.75,-77.7667,65.48,84,100,6.85,overcast clouds
576,Iquitos,PE,-3.7481,-73.2472,80.64,83,40,2.3,scattered clouds
577,Gilleleje,DK,56.122,12.3106,41.0,93,50,9.55,scattered clouds
578,Igarka,RU,67.4667,86.5833,26.56,94,100,6.76,overcast clouds
579,Inta,RU,66.0317,60.1659,24.44,82,100,8.52,overcast clouds
580,Yekaterinoslavka,RU,50.3734,129.1139,51.67,31,91,6.26,overcast clouds
581,Nishihara,JP,26.1842,127.7558,65.48,83,75,10.36,light rain
582,Evensk,RU,61.95,159.2333,31.14,77,18,2.28,few clouds
583,Ambarawa,ID,-7.2633,110.3975,76.77,76,99,2.48,overcast clouds
584,Chhoti Sadri,IN,24.3833,74.7,82.8,41,50,7.99,scattered clouds
585,Kloulklubed,PW,7.0419,134.2556,79.3,76,97,14.72,light rain
586,Pacific Grove,US,36.6177,-121.9166,73.54,75,6,8.01,clear sky
587,Muravlenko,RU,63.7898,74.523,23.27,89,100,4.61,overcast clouds
588,Boshnyakovo,RU,49.6333,142.1667,39.65,64,100,4.56,overcast clouds
589,Mormugao,IN,15.4,73.8,81.55,77,35,6.29,scattered clouds
590,Edd,ER,13.9297,41.6925,88.14,51,19,6.78,few clouds
591,Aranda De Duero,ES,41.6704,-3.6892,52.97,71,78,0.87,broken clouds
592,Pau Brasil,BR,-15.4642,-39.6511,66.47,96,0,1.61,clear sky
593,Tiarei,PF,-17.5333,-149.3333,84.22,73,100,5.21,overcast clouds
594,Akyab,MM,20.15,92.9,81.1,75,5,2.06,clear sky
595,Herat,AF,34.5,62.0,57.47,69,100,7.54,overcast clouds
596,Rio Gallegos,AR,-51.6226,-69.2181,39.25,87,0,9.22,clear sky
597,Weston,US,26.1004,-80.3998,78.03,72,45,5.01,scattered clouds
598,Lakatoro,VU,-16.0999,167.4164,84.29,67,100,1.81,overcast clouds
599,Seoul,KR,37.5683,126.9778,58.44,71,20,1.14,haze
600,Kankaanpaa,FI,61.8,22.4167,36.36,76,100,7.7,overcast clouds
601,Benavente,ES,42.0025,-5.6783,50.4,94,57,7.27,broken clouds
602,Kununurra,AU,-15.7667,128.7333,87.78,40,7,12.66,clear sky
603,Neftegorsk,RU,52.802,51.166,35.08,62,0,3.09,clear sky
604,Donskoye,RU,45.4552,41.9741,50.13,92,100,15.3,light rain
605,Rosetta,EG,31.4044,30.4164,63.55,81,100,7.18,overcast clouds
606,Mitzic,GA,0.7821,11.549,68.65,99,100,2.73,moderate rain
607,Bukama,CD,-9.2,25.85,67.66,87,68,2.89,broken clouds
608,Jalu,LY,29.0331,21.5482,75.76,43,100,14.81,overcast clouds
609,Humaita,BR,-7.5061,-63.0208,75.27,96,99,2.24,overcast clouds
610,Timra,SE,62.487,17.3257,37.08,81,75,3.44,broken clouds
611,Baghdad,IQ,33.3406,44.4009,71.51,49,0,8.05,clear sky
612,Barstow,US,34.8986,-117.0228,81.59,13,0,21.03,clear sky
613,Bonfim,BR,3.0833,-59.95,80.1,61,41,9.37,scattered clouds
614,Tutoia,BR,-2.7619,-42.2744,77.81,90,100,6.08,light rain
615,Pemangkat,ID,1.1667,108.9667,82.22,80,100,5.77,overcast clouds
616,Mikumi,TZ,-7.4041,36.9831,68.54,90,95,3.24,overcast clouds
617,Gusau,NG,12.1628,6.6614,84.45,45,15,9.33,few clouds
618,Hit,IQ,33.6416,42.8251,71.04,56,0,13.58,clear sky
619,Sungaipenuh,ID,-2.0833,101.3833,67.66,91,100,0.6,overcast clouds
620,Svobodnyy,RU,51.4,128.1333,52.57,29,99,10.47,overcast clouds
621,Sulphur,US,30.2366,-93.3774,80.58,89,40,0.0,scattered clouds
622,Iracoubo,GF,5.4802,-53.2011,77.74,85,96,11.39,overcast clouds
623,Bandarbeyla,SO,9.4942,50.8122,82.58,81,100,7.96,overcast clouds
624,Koslan,RU,63.4564,48.8989,24.62,90,73,5.5,broken clouds
625,Mandal,IN,25.45,74.5667,85.14,34,83,8.3,broken clouds
626,Fram,PY,-26.9833,-55.8833,66.79,99,13,3.38,few clouds
627,Sept-Iles,CA,50.2001,-66.3821,48.72,43,20,4.61,few clouds
628,Batsfjord,NO,70.6345,29.7185,19.18,93,100,0.0,overcast clouds
629,Daru,PG,-9.0763,143.2092,82.33,82,36,11.81,scattered clouds
630,Porto Novo,BJ,6.4965,2.6036,82.22,85,100,3.6,light rain
631,Dunn,US,44.95,-91.8835,46.96,99,100,13.38,overcast clouds
632,High Level,CA,58.5169,-117.136,51.91,50,75,12.66,broken clouds
633,Burila Mare,RO,44.4528,22.5736,46.06,82,10,5.68,clear sky
634,Tuy Hoa,VN,13.0833,109.3,80.31,86,98,4.9,overcast clouds
635,Salekhard,RU,66.53,66.6019,6.96,95,23,3.53,few clouds
636,Sorland,NO,67.667,12.6934,36.61,73,100,23.2,overcast clouds
637,Tebingtinggi,ID,3.3285,99.1625,79.2,85,100,1.52,overcast clouds
638,Bagado,CO,5.4116,-76.4152,79.95,97,100,1.59,overcast clouds
639,Port Augusta,AU,-32.5,137.7667,67.26,41,0,3.15,clear sky
640,Gandia,ES,38.9667,-0.1833,63.59,87,39,1.99,scattered clouds
641,Jos,NG,9.9167,8.9,71.91,57,100,2.77,overcast clouds
642,North Bend,US,43.4065,-124.2243,63.25,89,100,5.01,overcast clouds
643,Tayshet,RU,55.9342,98.0044,44.96,74,100,12.35,overcast clouds
644,Saint-Joseph,RE,-21.3667,55.6167,72.21,81,0,3.62,clear sky
645,Clarence Town,AU,-32.5833,151.7833,72.81,61,1,4.03,clear sky
646,Sakakah,SA,29.9697,40.2064,69.37,39,0,9.04,clear sky
647,Algiers,DZ,36.7525,3.042,49.82,87,20,2.3,few clouds
648,Saint-Jean-Port-Joli,CA,47.2171,-70.2658,49.8,85,16,7.54,few clouds
649,Mikhaylovka,RU,50.06,43.2379,38.7,59,8,6.31,clear sky
650,Puerto Madero,MX,14.7208,-92.4215,84.11,69,100,5.14,overcast clouds
651,Kimbe,PG,-5.5502,150.1429,87.55,64,7,4.38,clear sky
652,Hirado,JP,33.3597,129.5531,60.91,48,100,13.27,overcast clouds
653,Tahoua,NE,14.8888,5.2692,89.58,13,0,6.91,clear sky
654,Solnechnyy,RU,50.7214,136.6319,37.72,76,99,4.88,overcast clouds
655,Ixtapa,MX,20.7,-105.2,77.23,78,77,4.0,broken clouds
656,Hay River,CA,60.8156,-115.7999,46.36,57,40,9.22,scattered clouds
657,Waipawa,NZ,-41.4122,175.5153,63.68,65,93,12.33,light rain
658,Agen,FR,44.2,0.6333,57.29,72,0,4.61,clear sky
659,Zilair,RU,52.2332,57.4392,31.5,76,4,8.25,clear sky
660,Berlevag,NO,70.8578,29.0864,19.2,72,98,11.34,overcast clouds
661,Dukat,RU,62.55,155.55,29.32,91,24,6.15,few clouds
662,Nemuro,JP,43.3236,145.575,41.05,96,100,28.83,overcast clouds
663,Raga,SS,8.4596,25.678,77.18,58,100,6.02,overcast clouds
664,Constantine,DZ,36.365,6.6147,49.41,87,0,5.75,clear sky
665,Canico,PT,32.6333,-16.85,65.01,79,20,14.97,few clouds
666,Akureyri,IS,65.6835,-18.0878,30.13,69,100,6.91,overcast clouds
667,Sambava,MG,-14.2667,50.1667,77.2,85,75,7.81,broken clouds
668,Ugoofaaru,MV,5.6667,73.0,85.14,75,100,15.39,overcast clouds
669,Darbhanga,IN,26.1667,85.9,80.19,61,0,17.83,clear sky
670,Puerto Penasco,MX,31.3167,-113.5333,73.9,69,0,17.0,clear sky
671,Shasta Lake,US,40.6804,-122.3708,79.36,21,66,0.94,broken clouds
672,Ambanja,MG,-13.6833,48.45,72.75,92,6,3.67,clear sky
673,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,78,0,13.8,clear sky
674,Amravati,IN,20.9333,77.75,89.78,30,65,11.21,broken clouds
675,Derzhavinsk,KZ,51.1,66.3167,44.67,81,0,10.51,clear sky
676,San Javier,ES,37.8063,-0.8374,65.39,74,98,4.0,overcast clouds
677,Christchurch,NZ,-43.5333,172.6333,69.94,63,4,4.61,clear sky
678,Luganville,VU,-15.5333,167.1667,84.49,70,100,1.63,overcast clouds
679,Antsohihy,MG,-14.8796,47.9875,73.29,96,26,1.88,scattered clouds
680,Molchanovo,RU,57.5817,83.7692,37.27,79,100,5.84,overcast clouds
681,Powell,US,40.1578,-83.0752,64.4,66,39,5.01,scattered clouds
682,Mandera,KE,3.9366,41.867,75.61,79,100,9.71,overcast clouds
683,Male,MV,4.1748,73.5089,85.95,74,75,20.71,broken clouds
